Description,Name
Graduate federal student loan borrower-based 3-year borrower count,3_yr_bb_fed_repayment.gr.count
Percentage of graduate federal student loan borrowers in default after 3 years,3_yr_bb_fed_repayment.gr.default
Percentage of graduate federal student loan borrowers in delinquency after 3 years,3_yr_bb_fed_repayment.gr.delinquent
Percentage of graduate federal student loan borrowers in forbearance after 3 years,3_yr_bb_fed_repayment.gr.forbearance
Percentage of graduate federal student loan borrowers in deferment after 3 years,3_yr_bb_fed_repayment.gr.deferment
Percentage of graduate federal student loan borrowers not making progress after 3 years,3_yr_bb_fed_repayment.gr.noprogress
Percentage of graduate federal student loan borrowers making progress after 3 years,3_yr_bb_fed_repayment.gr.makingprogress
Percentage of graduate federal student loan borrowers paid in full after 3 years,3_yr_bb_fed_repayment.gr.fullypaid
Percentage of graduate federal student loan borrowers with all loans discharged after 3 years,3_yr_bb_fed_repayment.gr.discharge
Graduate completer graduate federal student loan borrower-based 3-year borrower count,3_yr_bb_fed_repayment.grcomp.count
Percentage of graduate completer graduate federal student loan borrowers in default after 3 years,3_yr_bb_fed_repayment.grcomp.default
Percentage of graduate completer graduate federal student loan borrowers in delinquency after 3 years,3_yr_bb_fed_repayment.grcomp.delinquent
Percentage of graduate completer graduate federal student loan borrowers in forbearance after 3 years,3_yr_bb_fed_repayment.grcomp.forbearance
Percentage of graduate completer graduate federal student loan borrowers in deferment after 3 years,3_yr_bb_fed_repayment.grcomp.deferment
Percentage of graduate completer graduate federal student loan borrowers not making progress after 3 years,3_yr_bb_fed_repayment.grcomp.noprogress
Percentage of graduate completer graduate federal student loan borrowers making progress after 3 years,3_yr_bb_fed_repayment.grcomp.makingprogress
Percentage of graduate completer graduate federal student loan borrowers paid in full after 3 years,3_yr_bb_fed_repayment.grcomp.fullypaid
Percentage of graduate completer graduate federal student loan borrowers with all loans discharged after 3 years,3_yr_bb_fed_repayment.grcomp.discharge
Graduate non-completer graduate federal student loan borrower-based 3-year borrower count,3_yr_bb_fed_repayment.grnocomp.count
Percentage of graduate non-completer graduate federal student loan borrowers in default after 3 years,3_yr_bb_fed_repayment.grnocomp.default
Percentage of graduate non-completer graduate federal student loan borrowers in delinquency after 3 years,3_yr_bb_fed_repayment.grnocomp.delinquent
Percentage of graduate non-completer graduate federal student loan borrowers in forbearance after 3 years,3_yr_bb_fed_repayment.grnocomp.forbearance
Percentage of graduate non-completer graduate federal student loan borrowers in deferment after 3 years,3_yr_bb_fed_repayment.grnocomp.deferment
Percentage of graduate non-completer graduate federal student loan borrowers not making progress after 3 years,3_yr_bb_fed_repayment.grnocomp.noprogress
Percentage of graduate non-completer graduate federal student loan borrowers making progress after 3 years,3_yr_bb_fed_repayment.grnocomp.makingprogress
Percentage of graduate non-completer graduate federal student loan borrowers paid in full after 3 years,3_yr_bb_fed_repayment.grnocomp.fullypaid
Percentage of graduate non-completer graduate federal student loan borrowers with all loans discharged after 3 years,3_yr_bb_fed_repayment.grnocomp.discharge
Undergraduate student Parent PLUS Loan borrower-based 3-year borrower count,3_yr_bb_pp_repayment.ug.count
Percentage of undergraduate student Parent PLUS Loan borrowers in default after 3 years,3_yr_bb_pp_repayment.ug.default
Percentage of undergraduate student Parent PLUS Loan borrowers in delinquency after 3 years,3_yr_bb_pp_repayment.ug.delinquent
Percentage of undergraduate student Parent PLUS Loan borrowers in forbearance after 3 years,3_yr_bb_pp_repayment.ug.forbearance
Percentage of undergraduate student Parent PLUS Loan borrowers in deferment after 3 years,3_yr_bb_pp_repayment.ug.deferment
Percentage of undergraduate student Parent PLUS Loan borrowers not making progress after 3 years,3_yr_bb_pp_repayment.ug.noprogress
Percentage of undergraduate student Parent PLUS Loan borrowers making progress after 3 years,3_yr_bb_pp_repayment.ug.makingprogress
Percentage of undergraduate student Parent PLUS Loan borrowers paid in full after 3 years,3_yr_bb_pp_repayment.ug.fullypaid
Percentage of undergraduate student Parent PLUS Loan borrowers with all loans discharged after 3 years,3_yr_bb_pp_repayment.ug.discharge
Undergraduate completer undergraduate student Parent PLUS Loan borrower-based 3-year borrower count,3_yr_bb_pp_repayment.ugcomp.count
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in default after 3 years,3_yr_bb_pp_repayment.ugcomp.default
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in delinquency after 3 years,3_yr_bb_pp_repayment.ugcomp.delinquent
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in forbearance after 3 years,3_yr_bb_pp_repayment.ugcomp.forbearance
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in deferment after 3 years,3_yr_bb_pp_repayment.ugcomp.deferment
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers not making progress after 3 years,3_yr_bb_pp_repayment.ugcomp.noprogress
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers making progress after 3 years,3_yr_bb_pp_repayment.ugcomp.makingprogress
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers paid in full after 3 years,3_yr_bb_pp_repayment.ugcomp.fullypaid
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers with all loans discharged after 3 years,3_yr_bb_pp_repayment.ugcomp.discharge
Undergraduate non-completer undergraduate student Parent PLUS Loan borrower-based 3-year borrower count,3_yr_bb_pp_repayment.ugnoncomp.count
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in default after 3 years,3_yr_bb_pp_repayment.ugnoncomp.default
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in delinquency after 3 years,3_yr_bb_pp_repayment.ugnoncomp.delinquent
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in forbearance after 3 years,3_yr_bb_pp_repayment.ugnoncomp.forbearance
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in deferment after 3 years,3_yr_bb_pp_repayment.ugnoncomp.deferment
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers not making progress after 3 years,3_yr_bb_pp_repayment.ugnoncomp.noprogress
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers making progress after 3 years,3_yr_bb_pp_repayment.ugnoncomp.makingprogress
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers paid in full after 3 years,3_yr_bb_pp_repayment.ugnoncomp.fullypaid
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers with all loans discharged after 3 years,3_yr_bb_pp_repayment.ugnoncomp.discharge
Undergraduate unknown completion status undergraduate student Parent PLUS Loan borrower-based 3-year borrower count,3_yr_bb_pp_repayment.ugunkcomp.count
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in default after 3 years,3_yr_bb_pp_repayment.ugunkcomp.default
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in delinquency after 3 years,3_yr_bb_pp_repayment.ugunkcomp.delinquent
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in forbearance after 3 years,3_yr_bb_pp_repayment.ugunkcomp.forbearance
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in deferment after 3 years,3_yr_bb_pp_repayment.ugunkcomp.deferment
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers not making progress after 3 years,3_yr_bb_pp_repayment.ugunkcomp.noprogress
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers making progress after 3 years,3_yr_bb_pp_repayment.ugunkcomp.makingprogress
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers paid in full after 3 years,3_yr_bb_pp_repayment.ugunkcomp.fullypaid
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers with all loans discharged after 3 years,3_yr_bb_pp_repayment.ugunkcomp.discharge
Independent federal student loan borrower-based 3-year borrower count,3_yr_bb_fed_repayment.independent.count
Percentage of independent federal student loan borrowers in default after 3 years,3_yr_bb_fed_repayment.independent.default
Percentage of independent federal student loan borrowers in delinquency after 3 years,3_yr_bb_fed_repayment.independent.delinquent
Percentage of independent federal student loan borrowers in forbearance after 3 years,3_yr_bb_fed_repayment.independent.forbearance
Percentage of independent federal student loan borrowers in deferment after 3 years,3_yr_bb_fed_repayment.independent.deferment
Percentage of independent federal student loan borrowers not making progress after 3 years,3_yr_bb_fed_repayment.independent.noprogress
Percentage of independent federal student loan borrowers making progress after 3 years,3_yr_bb_fed_repayment.independent.makingprogress
Percentage of independent federal student loan borrowers paid in full after 3 years,3_yr_bb_fed_repayment.independent.fullypaid
Percentage of independent federal student loan borrowers with all loans discharged after 3 years,3_yr_bb_fed_repayment.independent.discharge
Dependent federal student loan borrower-based 3-year borrower count,3_yr_bb_fed_repayment.dependent.count
Percentage of dependent federal student loan borrowers in default after 3 years,3_yr_bb_fed_repayment.dependent.default
Percentage of dependent federal student loan borrowers in delinquency after 3 years,3_yr_bb_fed_repayment.dependent.delinquent
Percentage of dependent federal student loan borrowers in forbearance after 3 years,3_yr_bb_fed_repayment.dependent.forbearance
Percentage of dependent federal student loan borrowers in deferment after 3 years,3_yr_bb_fed_repayment.dependent.deferment
Percentage of dependent federal student loan borrowers not making progress after 3 years,3_yr_bb_fed_repayment.dependent.noprogress
Percentage of dependent federal student loan borrowers making progress after 3 years,3_yr_bb_fed_repayment.dependent.makingprogress
Percentage of dependent federal student loan borrowers paid in full after 3 years,3_yr_bb_fed_repayment.dependent.fullypaid
Percentage of dependent federal student loan borrowers with all loans discharged after 3 years,3_yr_bb_fed_repayment.dependent.discharge
Pell Grant recipient federal student loan borrower-based 3-year borrower count,3_yr_bb_fed_repayment.pell.count
Percentage of Pell Grant recipient federal student loan borrowers in default after 3 years,3_yr_bb_fed_repayment.pell.default
Percentage of Pell Grant recipient federal student loan borrowers in delinquency after 3 years,3_yr_bb_fed_repayment.pell.delinquent
Percentage of Pell Grant recipient federal student loan borrowers in forbearance after 3 years,3_yr_bb_fed_repayment.pell.forbearance
Percentage of Pell Grant recipient federal student loan borrowers in deferment after 3 years,3_yr_bb_fed_repayment.pell.deferment
Percentage of Pell Grant recipient federal student loan borrowers not making progress after 3 years,3_yr_bb_fed_repayment.pell.noprogress
Percentage of Pell Grant recipient federal student loan borrowers making progress after 3 years,3_yr_bb_fed_repayment.pell.makingprogress
Percentage of Pell Grant recipient federal student loan borrowers paid in full after 3 years,3_yr_bb_fed_repayment.pell.fullypaid
Percentage of Pell Grant recipient federal student loan borrowers with all loans discharged after 3 years,3_yr_bb_fed_repayment.pell.discharge
Non-Pell Grant recipient federal student loan borrower-based 3-year borrower count,3_yr_bb_fed_repayment.non_pell.count
Percentage of non-Pell Grant recipient federal student loan borrowers in default after 3 years,3_yr_bb_fed_repayment.non_pell.default
Percentage of non-Pell Grant recipient federal student loan borrowers in delinquency after 3 years,3_yr_bb_fed_repayment.non_pell.delinquent
Percentage of non-Pell Grant recipient federal student loan borrowers in forbearance after 3 years,3_yr_bb_fed_repayment.non_pell.forbearance
Percentage of non-Pell Grant recipient federal student loan borrowers in deferment after 3 years,3_yr_bb_fed_repayment.non_pell.deferment
Percentage of non-Pell Grant recipient federal student loan borrowers not making progress after 3 years,3_yr_bb_fed_repayment.non_pell.noprogress
Percentage of non-Pell Grant recipient federal student loan borrowers making progress after 3 years,3_yr_bb_fed_repayment.non_pell.makingprogress
Percentage of non-Pell Grant recipient federal student loan borrowers paid in full after 3 years,3_yr_bb_fed_repayment.non_pell.fullypaid
Percentage of non-Pell Grant recipient federal student loan borrowers with all loans discharged after 3 years,3_yr_bb_fed_repayment.non_pell.discharge
Male federal student loan borrower-based 3-year borrower count,3_yr_bb_fed_repayment.male.count
Percentage of male federal student loan borrowers in default after 3 years,3_yr_bb_fed_repayment.male.default
Percentage of male federal student loan borrowers in delinquency after 3 years,3_yr_bb_fed_repayment.male.delinquent
Percentage of male federal student loan borrowers in forbearance after 3 years,3_yr_bb_fed_repayment.male.forbearance
Percentage of male federal student loan borrowers in deferment after 3 years,3_yr_bb_fed_repayment.male.deferment
Percentage of male federal student loan borrowers not making progress after 3 years,3_yr_bb_fed_repayment.male.noprogress
Percentage of male federal student loan borrowers making progress after 3 years,3_yr_bb_fed_repayment.male.makingprogress
Percentage of male federal student loan borrowers paid in full after 3 years,3_yr_bb_fed_repayment.male.fullypaid
Percentage of male federal student loan borrowers with all loans discharged after 3 years,3_yr_bb_fed_repayment.male.discharge
Non-male federal student loan borrower-based 3-year borrower count,3_yr_bb_fed_repayment.non_male.count
Percentage of non-male federal student loan borrowers in default after 3 years,3_yr_bb_fed_repayment.non_male.default
Percentage of non-male federal student loan borrowers in delinquency after 3 years,3_yr_bb_fed_repayment.non_male.delinquent
Percentage of non-male federal student loan borrowers in forbearance after 3 years,3_yr_bb_fed_repayment.non_male.forbearance
Percentage of non-male federal student loan borrowers in deferment after 3 years,3_yr_bb_fed_repayment.non_male.deferment
Percentage of non-male federal student loan borrowers not making progress after 3 years,3_yr_bb_fed_repayment.non_male.noprogress
Percentage of non-male federal student loan borrowers making progress after 3 years,3_yr_bb_fed_repayment.non_male.makingprogress
Percentage of non-male federal student loan borrowers paid in full after 3 years,3_yr_bb_fed_repayment.non_male.fullypaid
Percentage of non-male federal student loan borrowers with all loans discharged after 3 years,3_yr_bb_fed_repayment.non_male.discharge
Independent student Parent PLUS Loan borrower-based 3-year borrower count,3_yr_bb_pp_repayment.independent.count
Percentage of independent student Parent PLUS Loan borrowers in default after 3 years,3_yr_bb_pp_repayment.independent.default
Percentage of independent student Parent PLUS Loan borrowers in delinquency after 3 years,3_yr_bb_pp_repayment.independent.delinquent
Percentage of independent student Parent PLUS Loan borrowers in forbearance after 3 years,3_yr_bb_pp_repayment.independent.forbearance
Percentage of independent student Parent PLUS Loan borrowers in deferment after 3 years,3_yr_bb_pp_repayment.independent.deferment
Percentage of independent student Parent PLUS Loan borrowers not making progress after 3 years,3_yr_bb_pp_repayment.independent.noprogress
Percentage of independent student Parent PLUS Loan borrowers making progress after 3 years,3_yr_bb_pp_repayment.independent.makingprogress
Percentage of independent student Parent PLUS Loan borrowers paid in full after 3 years,3_yr_bb_pp_repayment.independent.fullypaid
Percentage of independent student Parent PLUS Loan borrowers with all loans discharged after 3 years,3_yr_bb_pp_repayment.independent.discharge
Dependent student Parent PLUS Loan borrower-based 3-year borrower count,3_yr_bb_pp_repayment.dependent.count
Percentage of dependent student Parent PLUS Loan borrowers in default after 3 years,3_yr_bb_pp_repayment.dependent.default
Percentage of dependent student Parent PLUS Loan borrowers in delinquency after 3 years,3_yr_bb_pp_repayment.dependent.delinquent
Percentage of dependent student Parent PLUS Loan borrowers in forbearance after 3 years,3_yr_bb_pp_repayment.dependent.forbearance
Percentage of dependent student Parent PLUS Loan borrowers in deferment after 3 years,3_yr_bb_pp_repayment.dependent.deferment
Percentage of dependent student Parent PLUS Loan borrowers not making progress after 3 years,3_yr_bb_pp_repayment.dependent.noprogress
Percentage of dependent student Parent PLUS Loan borrowers making progress after 3 years,3_yr_bb_pp_repayment.dependent.makingprogress
Percentage of dependent student Parent PLUS Loan borrowers paid in full after 3 years,3_yr_bb_pp_repayment.dependent.fullypaid
Percentage of dependent student Parent PLUS Loan borrowers with all loans discharged after 3 years,3_yr_bb_pp_repayment.dependent.discharge
Pell Grant recipient student Parent PLUS Loan borrower-based 3-year borrower count,3_yr_bb_pp_repayment.pell.count
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers in default after 3 years,3_yr_bb_pp_repayment.pell.default
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers in delinquency after 3 years,3_yr_bb_pp_repayment.pell.delinquent
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers in forbearance after 3 years,3_yr_bb_pp_repayment.pell.forbearance
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers in deferment after 3 years,3_yr_bb_pp_repayment.pell.deferment
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers not making progress after 3 years,3_yr_bb_pp_repayment.pell.noprogress
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers making progress after 3 years,3_yr_bb_pp_repayment.pell.makingprogress
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers paid in full after 3 years,3_yr_bb_pp_repayment.pell.fullypaid
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers with all loans discharged after 3 years,3_yr_bb_pp_repayment.pell.discharge
Non-Pell Grant recipient student Parent PLUS Loan borrower-based 3-year borrower count,3_yr_bb_pp_repayment.non_pell.count
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in default after 3 years,3_yr_bb_pp_repayment.non_pell.default
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in delinquency after 3 years,3_yr_bb_pp_repayment.non_pell.delinquent
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in forbearance after 3 years,3_yr_bb_pp_repayment.non_pell.forbearance
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in deferment after 3 years,3_yr_bb_pp_repayment.non_pell.deferment
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers not making progress after 3 years,3_yr_bb_pp_repayment.non_pell.noprogress
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers making progress after 3 years,3_yr_bb_pp_repayment.non_pell.makingprogress
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers paid in full after 3 years,3_yr_bb_pp_repayment.non_pell.fullypaid
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers with all loans discharged after 3 years,3_yr_bb_pp_repayment.non_pell.discharge
Male student Parent PLUS Loan borrower-based 3-year borrower count,3_yr_bb_pp_repayment.male.count
Percentage of male student Parent PLUS Loan borrowers in default after 3 years,3_yr_bb_pp_repayment.male.default
Percentage of male student Parent PLUS Loan borrowers in delinquency after 3 years,3_yr_bb_pp_repayment.male.delinquent
Percentage of male student Parent PLUS Loan borrowers in forbearance after 3 years,3_yr_bb_pp_repayment.male.forbearance
Percentage of male student Parent PLUS Loan borrowers in deferment after 3 years,3_yr_bb_pp_repayment.male.deferment
Percentage of male student Parent PLUS Loan borrowers not making progress after 3 years,3_yr_bb_pp_repayment.male.noprogress
Percentage of male student Parent PLUS Loan borrowers making progress after 3 years,3_yr_bb_pp_repayment.male.makingprogress
Percentage of male student Parent PLUS Loan borrowers paid in full after 3 years,3_yr_bb_pp_repayment.male.fullypaid
Percentage of male student Parent PLUS Loan borrowers with all loans discharged after 3 years,3_yr_bb_pp_repayment.male.discharge
Non-male student Parent PLUS Loan borrower-based 3-year borrower count,3_yr_bb_pp_repayment.non_male.count
Percentage of non-male student Parent PLUS Loan borrowers in default after 3 years,3_yr_bb_pp_repayment.non_male.default
Percentage of non-male student Parent PLUS Loan borrowers in delinquency after 3 years,3_yr_bb_pp_repayment.non_male.delinquent
Percentage of non-male student Parent PLUS Loan borrowers in forbearance after 3 years,3_yr_bb_pp_repayment.non_male.forbearance
Percentage of non-male student Parent PLUS Loan borrowers in deferment after 3 years,3_yr_bb_pp_repayment.non_male.deferment
Percentage of non-male student Parent PLUS Loan borrowers not making progress after 3 years,3_yr_bb_pp_repayment.non_male.noprogress
Percentage of non-male student Parent PLUS Loan borrowers making progress after 3 years,3_yr_bb_pp_repayment.non_male.makingprogress
Percentage of non-male student Parent PLUS Loan borrowers paid in full after 3 years,3_yr_bb_pp_repayment.non_male.fullypaid
Percentage of non-male student Parent PLUS Loan borrowers with all loans discharged after 3 years,3_yr_bb_pp_repayment.non_male.discharge
Number of graduates working and not enrolled 1 year after completing,1_yr_after_completion.not.overall_count
Number of graduates not working and not enrolled 1 year after completing,1_yr_after_completion.overall_count
Number of graduates working and not enrolled who earned more than 150% of the single-person household poverty threshold 1 year after completing,1_yr_after_completion.overall_count_over_poverty_line
Share of students earning more than a high school graduate (threshold earnings) 6 years after entry,6_yrs_after_entry.gt_threshold
"Share of students earning more than a high school graduate (threshold earnings) 6 years after entry, suppressed for small n size",6_yrs_after_entry.gt_threshold_suppressed
"Median earnings of students working and not enrolled 6 years after entry in the lowest income tercile $0-$30,000",6_yrs_after_entry.median_earnings_lowest_tercile
"Median earnings of students working and not enrolled 6 years after entry in the middle income tercile $30,001-$75,000",6_yrs_after_entry.median_earnings_middle_tercile
"Median earnings of students working and not enrolled 6 years after entry in the highest income tercile $75,001+",6_yrs_after_entry.median_earnings_highest_tercile
Median earnings of independent students working and not enrolled 6 years after entry,6_yrs_after_entry.median_earnings_independent
Median earnings of dependent students working and not enrolled 6 years after entry,6_yrs_after_entry.median_earnings_dependent
Median earnings of non-male students working and not enrolled 6 years after entry,6_yrs_after_entry.median_earnings_non_male
Median earnings of male students working and not enrolled 6 years after entry,6_yrs_after_entry.median_earnings_male
Share of students earning more than a high school graduate (threshold earnings) 8 years after entry,8_yrs_after_entry.gt_threshold
"Number of students working and not enrolled 8 years after entry in the lowest income tercile $0-$30,000",8_yrs_after_entry_lowest_tercile
"Median earnings of students working and not enrolled 8 years after entry in the lowest income tercile $0-$30,000",8_yrs_after_entry.median_earnings_lowest_tercile
"Number of students working and not enrolled 8 years after entry in the middle income tercile $30,001-$75,000",8_yrs_after_entry_middle_tercile
"Median earnings of students working and not enrolled 8 years after entry in the middle income tercile $30,001-$75,000",8_yrs_after_entry.median_earnings_middle_tercile
"Number of students working and not enrolled 8 years after entry in the highest income tercile $75,001+",8_yrs_after_entry_highest_tercile
"Median earnings of students working and not enrolled 8 years after entry in the highest income tercile $75,001+",8_yrs_after_entry.median_earnings_highest_tercile
Number of independent students working and not enrolled 8 years after entry,8_yrs_after_entry_independent
Median earnings of independent students working and not enrolled 8 years after entry,8_yrs_after_entry.median_earnings_independent
Number of dependent students working and not enrolled 8 years after entry,8_yrs_after_entry_dependent
Median earnings of dependent students working and not enrolled 8 years after entry,8_yrs_after_entry.median_earnings_dependent
Number of non-male students working and not enrolled 8 years after entry,8_yrs_after_entry_non_male
Median earnings of non-male students working and not enrolled 8 years after entry,8_yrs_after_entry.median_earnings_non_male
Number of male students working and not enrolled 8 years after entry,8_yrs_after_entry_male
Median earnings of male students working and not enrolled 8 years after entry,8_yrs_after_entry.median_earnings_male
Share of students earning more than a high school graduate (threshold earnings) 10 years after entry,10_yrs_after_entry.gt_threshold
"Median earnings of students working and not enrolled 10 years after entry in the lowest income tercile $0-$30,000",10_yrs_after_entry.median_earnings.lowest_tercile
"Median earnings of students working and not enrolled 10 years after entry in the middle income tercile $30,001-$75,000",10_yrs_after_entry.median_earnings.middle_tercile
"Median earnings of students working and not enrolled 10 years after entry in the highest income tercile $75,001+",10_yrs_after_entry.median_earnings.highest_tercile
Median earnings of independent students working and not enrolled 10 years after entry,10_yrs_after_entry.median_earnings.independent_students
Median earnings of dependent students working and not enrolled 10 years after entry,10_yrs_after_entry.median_earnings.dependent_students
Median earnings of non-male students working and not enrolled 10 years after entry,10_yrs_after_entry.median_earnings.non_male_students
Median earnings of male students working and not enrolled 10 years after entry,10_yrs_after_entry.median_earnings.male_students
Undergraduate student to instructional faculty ratio,demographics.student_faculty_ratio
Share of full time faculty that are Two or More Races,demographics.faculty.race_ethnicity.two_or_more
Share of full time faculty that are American Indian or Alaskan Native,demographics.faculty.race_ethnicity.aian
Share of full time faculty that are Asian,demographics.faculty.race_ethnicity.asian
Share of full time faculty that are Black or African American,demographics.faculty.race_ethnicity.black
Share of full time faculty that are Hispanic,demographics.faculty.race_ethnicity.hispanic
Share of full time faculty that are Native Hawaiian or Other Pacific Islander,demographics.faculty.race_ethnicity.nhpi
Share of full time faculty that are U.S. Nonresidents,demographics.faculty.race_ethnicity.non_resident_alien
Share of full time faculty that are of unknown race/ethnicity,demographics.faculty.race_ethnicity.unknown
Share of full time faculty that are White,demographics.faculty.race_ethnicity.white
Share of full time faculty that are men,demographics.faculty.men
Share of full time faculty that are women,demographics.faculty.women
Median earnings of graduates working and not enrolled 1 year after completing,1_yr_after_completion.median
Number of graduates working and not enrolled who earned more than a high school graduate 1 year after completing,1_yr_after_completion.overall_count_gt_hs_grad
Number of graduates not working and not enrolled 4 years after completing,4_yrs_after_completion.not.overall_count
Number of graduates working and not enrolled 4 years after completing,4_yrs_after_completion.overall_count
Median earnings of graduates working and not enrolled 4 years after completing,4_yrs_after_completion.median
Number of graduates working and not enrolled who earned more than a high school graduate 4 years after completing,4_yrs_after_completion.overall_count_gt_hs_grad
Undergraduate federal student loan borrower-based 4-year borrower count,4_yr_bb_fed_repayment.ug.count
Percentage of undergraduate federal student loan borrowers in default after 4 years,4_yr_bb_fed_repayment.ug.default
Percentage of undergraduate federal student loan borrowers in delinquency after 4 years,4_yr_bb_fed_repayment.ug.delinquent
Percentage of undergraduate federal student loan borrowers in forbearance after 4 years,4_yr_bb_fed_repayment.ug.forbearance
Percentage of undergraduate federal student loan borrowers in deferment after 4 years,4_yr_bb_fed_repayment.ug.deferment
Percentage of undergraduate federal student loan borrowers not making progress after 4 years,4_yr_bb_fed_repayment.ug.noprogress
Percentage of undergraduate federal student loan borrowers making progress after 4 years,4_yr_bb_fed_repayment.ug.makingprogress
Percentage of undergraduate federal student loan borrowers paid in full after 4 years,4_yr_bb_fed_repayment.ug.fullypaid
Percentage of undergraduate federal student loan borrowers with all loans discharged after 4 years,4_yr_bb_fed_repayment.ug.discharge
Undergraduate completer undergraduate federal student loan borrower-based 4-year borrower count,4_yr_bb_fed_repayment.ugcomp.count
Percentage of undergraduate completer undergraduate federal student loan borrowers in default after 4 years,4_yr_bb_fed_repayment.ugcomp.default
Percentage of undergraduate completer undergraduate federal student loan borrowers in delinquency after 4 years,4_yr_bb_fed_repayment.ugcomp.delinquent
Percentage of undergraduate completer undergraduate federal student loan borrowers in forbearance after 4 years,4_yr_bb_fed_repayment.ugcomp.forbearance
Percentage of undergraduate completer undergraduate federal student loan borrowers in deferment after 4 years,4_yr_bb_fed_repayment.ugcomp.deferment
Percentage of undergraduate completer undergraduate federal student loan borrowers not making progress after 4 years,4_yr_bb_fed_repayment.ugcomp.noprogress
Percentage of undergraduate completer undergraduate federal student loan borrowers making progress after 4 years,4_yr_bb_fed_repayment.ugcomp.makingprogress
Percentage of undergraduate completer undergraduate federal student loan borrowers paid in full after 4 years,4_yr_bb_fed_repayment.ugcomp.fullypaid
Percentage of undergraduate completer undergraduate federal student loan borrowers with all loans discharged after 4 years,4_yr_bb_fed_repayment.ugcomp.discharge
Undergraduate non-completer undergraduate federal student loan borrower-based 4-year borrower count,4_yr_bb_fed_repayment.ugnocomp.count
Percentage of undergraduate non-completer undergraduate federal student loan borrowers in default after 4 years,4_yr_bb_fed_repayment.ugnocomp.default
Percentage of undergraduate non-completer undergraduate federal student loan borrowers in delinquency after 4 years,4_yr_bb_fed_repayment.ugnocomp.delinquent
Percentage of undergraduate non-completer undergraduate federal student loan borrowers in forbearance after 4 years,4_yr_bb_fed_repayment.ugnocomp.forbearance
Percentage of undergraduate non-completer undergraduate federal student loan borrowers in deferment after 4 years,4_yr_bb_fed_repayment.ugnocomp.deferment
Percentage of undergraduate non-completer undergraduate federal student loan borrowers not making progress after 4 years,4_yr_bb_fed_repayment.ugnocomp.noprogress
Percentage of undergraduate non-completer undergraduate federal student loan borrowers making progress after 4 years,4_yr_bb_fed_repayment.ugnocomp.makingprogress
Percentage of undergraduate non-completer undergraduate federal student loan borrowers paid in full after 4 years,4_yr_bb_fed_repayment.ugnocomp.fullypaid
Percentage of undergraduate non-completer undergraduate federal student loan borrowers with all loans discharged after 4 years,4_yr_bb_fed_repayment.ugnocomp.discharge
Undergraduate unknown completion status undergraduate federal student loan borrower-based 4-year borrower count,4_yr_bb_fed_repayment.ugunkcomp.count
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in default after 4 years,4_yr_bb_fed_repayment.ugunkcomp.default
